lemma,upos,doc_count,total_count,mean_count,max_count,category,notes,pos_group,suggested_category_ChatGPT,suggested_category_Claude,notes_Claude,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
feature,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,that:2 | they:1,landscape:1 | mythology:1 | design:1 | project:1,art:1,,compound:10 | obj:6 | nmod:4 | obl:3 | conj:1,use:2 | have:2 | keep:1 | rely:1 | think:1,new:1 | specific:1 | suggest:1 | graphic:1 | change:1,AI:4 | optimize:1 | suggest:1 | version:1 | history:1
free,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,it:2 | which:1 | they:1 | this:1 | I:1,time:4 | I:1,begin:1 | continue:1 | let:1,part:1,,,,
gather,VERB,5,5,1.0,1,,,VERB,,ACCESS,,assistant:1 | I:1,backdrop:1 | note:1 | prompt:1 | idea:1 | detail:1,,,,,,
live,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,,,real:1,world:1 | US:1 | area:1 | income:1,,,,
predict,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,I:2,trend:1 | thing:1 | how:1,continue:1 | change:1,,,,,
prove,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,attempt:1,concept:1,successful:1 | unsuccessful:1,,,,,
result,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,this:2,,,lot:1 | royalty:1,obj:19 | obl:13 | nsubj:10 | nmod:3 | nsubj:outer:1,get:7 | like:3 | have:3 | end:2 | give:2,good:3 | initial:1 | different:1 | more:1 | consistent:1,search:3 | end:3 | quality:1
spe,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,it:3 | method:1 | research:1,process:2 | thing:1 | part:1,considerable:1,I:1 | concept:1,,,,
spread,VERB,5,5,1.0,1,,,VERB,,STATE,,it:1,info:1 | wing:1,,page:1 | paper:1,compound:1,,,
submit,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,I:3,it:1 | story:1 | that:1,,company:1 | agent:1 | to:1 | publication:1 | journal:1,,,,
suit,VERB,5,5,1.0,1,,,VERB,,EVALUATE,,AI:1 | it:1 | that:1 | model:1,style:1,,TV:1 | purpose:1,,,,
surround,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,that:1,it:1 | tool:1,,,,,,
synthesize,VERB,5,5,1.0,1,,,VERB,DELEGATE,COGNITION,,,they:1 | concept:1 | lot:1,,one:1,,,,
walk,VERB,5,5,1.0,1,,,VERB,,UNCLEAR,,I:1,I:1,,favela:1 | while:1 | process:1 | outcome:1,,,,
wish,VERB,5,5,1.0,1,,,VERB,,ATTITUDE,,I:4,,could:2 | remain:1 | have:1 | be:1,,,,,
adopt,VERB,4,6,1.5,3,,,VERB,,UNCLEAR,,tool:1 | it:1 | Photoshop:1,it:1 | AI:1 | some:1,,way:1 | standard:1,,,,
embrace,VERB,4,6,1.5,3,,,VERB,,ATTITUDE,,I:1 | that:1 | it:1 | creative:1 | workplace:1,AI:3 | more:1 | tool:1 | use:1,,helper:1 | whole:1 | way:1,,,,
enter,VERB,4,6,1.5,2,,,VERB,,ACCESS,,we:2 | that:1,field:2 | era:1 | time:1 | project:1,grow:1,prompt:1,,,,
advance,VERB,4,5,1.25,2,,,VERB,,STATE,,technology:2 | he:1 | it:1,ALS:1,,,obl:1,plan:1,,
bother,VERB,4,5,1.25,2,,,VERB,,UNCLEAR,,person:2 | I:1 | they:1,I:1,write:1 | read:1 | do:1 | learn:1,,,,,
challenge,VERB,4,5,1.25,2,,,VERB,,UNCLEAR,,that:1,perspective:1 | response:1 | you:1 | it:1,think:1,,obl:2 | obj:1 | conj:1 | compound:1 | nmod:1,face:1 | use:1 | struggle:1,difficult:1,
enable,VERB,4,5,1.25,2,,,VERB,,CONTROL,,it:2 | AI:1,I:3 | intention:1,create:2 | get:1,,,,,
revise,VERB,4,5,1.25,2,,,VERB,REFINE,MODIFY,,,it:2 | draft:1 | sentence:1 | screenplay:1,,what:1 | person:1,,,,
showcase,VERB,4,5,1.25,2,,,VERB,,UNCLEAR,,,work:2 | versatility:1 | this:1 | talent:1,,,,,,
translate,VERB,4,5,1.25,2,,,VERB,WORKFLOW,WORKFLOW,,that:1,user:1 | thought:1 | jargon:1 | this:1 | that:1,,something:1 | slang:1 | term:1 | sentence:1 | piece:1,,,,
win,VERB,4,5,1.25,2,,,VERB,,ACCESS,,I:1 | company:1 | we:1 | life:1,award:2 | respect:1,,some:1,,,,
appreciate,VERB,4,4,1.0,1,,,VERB,,ATTITUDE,,value:1 | they:1 | I:1,sense:1 | time:1,good:1,future:1,,,,
approach,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:2 | this:1 | other:1,AI:2 | scene:1,utilise:1,manner:1,obj:7 | nsubj:5 | obl:2 | nmod:2 | nsubj:pass:1,change:2 | be:1 | have:1 | brainstorm:1 | decide:1,good:2 | certain:1 | minimalist:1 | various:1 | right:1,diy:1
bear,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,everything:1 | who:1,resemblance:1,,example:1 | internet:1 | experience:1 | 1971:1 | shore:1,,,,
blend,VERB,4,4,1.0,1,,,VERB,,RELATE,,everyone:1 | I:1,animation:1 | model:1,,rest:1,,,,
click,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,which:1,shutter:1 | link:1,,,conj:1,,,
close,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:2 | we:1 | it:1 | AI:1 | that:1,window:1 | eye:1,see:1,what:5 | intention:1 | creation:1 | level:1 | partner:1,,,,
color,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,sky:1,footage:1,,section:1,compound:25 | obj:11 | conj:4 | nsubj:2,change:4 | use:3 | pull:1 | mix:1 | ensure:1,wrong:2 | solid:1,paint:1
commission,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,who:1,it:1 | work:1,,case:1,obj:2 | nsubj:2 | compound:2 | appos:1 | obl:1,do:1 | involve:1 | take:1 | line:1 | accept:1,different:1,map:1
critique,VERB,4,4,1.0,1,,,VERB,,EVALUATE,,,it:1 | document:1 | work:1 | novel:1,,way:1,compound:2 | parataxis:1 | obj:1 | obl:1,critique:1 | give:1 | share:1,,
cross,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,many:1 | it:1 | they:1,mind:2 | weapon:1,,any:1,compound:1,,,
define,VERB,4,4,1.0,1,,,VERB,,CONTROL,,I:1,what:2 | outcome:1,,model:1,,,,
die,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,who:1 | novel:1 | I:1 | that:1,,,hill:1 | rise:1,,,,
diminish,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,concern:1 | creativity:1 | it:1,perception:1 | I:1,,aspect:1,,,,
evoke,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,that:1,atmosphere:1 | emotion:1,,,,,,
facilitate,VERB,4,4,1.0,1,,,VERB,,ASSIST,,brainstorm:1,idea:1 | workflow:1 | business:1,,,,,,
formulate,VERB,4,4,1.0,1,,,VERB,,PRODUCE,,I:1,prompt:1 | idea:1 | question:1 | outline:1,,which:1,,,,
function,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,AI:1 | they:1 | process:1 | I:1,that:1,,way:1 | tool:1 | will:1,obj:2 | obl:2 | acl:1 | compound:1,explore:1 | have:1 | encourage:1 | use:1,save:1 | executive:1,editing:1 | brainstorming:1
highlight,VERB,4,4,1.0,1,,,VERB,,COMMUNICATE,,it:1,what:2 | area:1 | example:1,,,conj:1,,own:1,
hold,VERB,4,4,1.0,1,,,VERB,,ACCESS,,they:1 | neurodiversity:1,I:2 | water:1 | attention:1,,past:1,obj:2,relinquish:1 | take:1,,
hurt,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,leap:1 | it:1,industry:1 | credibility:1 | chance:1,,,,,,
inputt,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:2,idea:1 | part:1 | number:1 | all:1,,standup:1 | AI:1 | spreadshet:1,,,,
interact,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,player:1,that:1,,engine:1 | person:1,,,,
isolate,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,it:1,logo:1 | person:1 | instrument:1,,,,,,
jump,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,,,,website:2 | banana:1 | amount:1 | system:1,compound:3 | obl:1,use:1,,
launch,VERB,4,4,1.0,1,,,VERB,,CONTROL,,that:2 | I:1,podcast:1 | app:1 | brand:1,,direction:1 | June:1,compound:1,,,
leverage,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,platform:1,AI:2 | tech:1 | technology:1,,creation:1,,,,
mess,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,you:1 | model:1 | AI:1,,,with:1 | process:1 | iteration:1 | AI:1,obj:2 | conj:1,create:1 | turn:1,,
neglect,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,,brain:1 | drive:1 | detail:1 | setting:1,,,,,,
past,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:1,email:1 | element:1 | list:1 | railing:1,,image:1 | house:1,obl:24 | nmod:2,use:4 | have:3 | do:2 | focus:2 | take:1,,person:1
piece,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:1 | it:1,it:1 | idea:1 | part:1,,version:1,obj:23 | obl:18 | nmod:6 | conj:5 | nsubj:5,write:4 | create:3 | generate:2 | use:2 | look:2,finish:3 | creative:3 | handmade:3 | small:2 | short:1,D:2 | art:2 | standalone:1 | moodboard:1 | default:1
polished,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,,,,,,,,
practice,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,that:1,call:1,,dawn:1,obl:4 | nmod:2 | conj:2 | obj:2 | nsubj:1,synce:1 | integrate:1 | drill:1 | describe:1 | avoid:1,good:2 | unethical:1 | artistic:1 | guide:1 | creative:1,art:1 | meditation:1 | purpose:1
range,VERB,4,4,1.0,1,,,VERB,,STATE,,project:2,,,art:1 | short:1 | minute:1 | hour:1,obl:4 | obj:3 | nmod:2 | compound:1,work:2 | select:1 | create:1 | find:1 | focus:1,wide:2 | large:1 | dynamic:1,color:1
re-write,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,it:1,section:1 | resume:1,line:1,way:1,,,,
react,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,character:1 | artist:1 | they:1,,,moment:1 | what:1 | part:1,,,,
realise,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:1 | they:1,that:1,brain:1 | work:1,,,,,
relate,VERB,4,4,1.0,1,,,VERB,,RELATE,,that:3,what:1,,cohesiveness:1 | how:1 | each:1,,,,
release,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,project:1 | I:1,book:1 | music:1,,,nmod:2 | obl:1 | obj:1 | nsubj:1 | obl:unmarked:1,have:1 | need:1 | use:1,,music:1
repeat,VERB,4,4,1.0,1,,,VERB,,WORKFLOW,,process:1 | I:1,itself:1 | myself:1,explain:1,,,,,
round,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,story:2,information:1,,aid:1,obl:2 | obj:1 | appos:1,go:1 | pay:1 | inspire:1,few:1,
sketch,VERB,4,4,1.0,1,,,VERB,,PRODUCE,,I:1 | you:1,design:3,,shoe:1 | day:1,compound:1 | nmod:1,,same:1,
spot,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,person:1,something:1 | flag:1 | AI:1,,,obj:1 | obl:1,see:1 | iterate:1,blind:2,
stare,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:2,,,page:3 | something:1,,,,
stick,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,nothing:1 | I:1,,,work:1 | path:1 | model:1 | project:1,,,,
structure,VERB,4,4,1.0,1,,,VERB,WORKFLOW,UNCLEAR,,I:1,code:1 | work:1,,accordance:1 | structure:1,obj:7 | obl:7 | nsubj:2 | nsubj:pass:1 | conj:1,map:2 | build:1 | develop:1 | reign:1 | have:1,other:2 | basic:1 | cohesive:1 | military:1,story:2 | outline:1 | post:1 | email:1 | Act:1
surprise,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,I:1 | that:1,I:1,,how:1,,,,
tackle,VERB,4,4,1.0,1,,,VERB,,RELATE,,,it:1 | task:1 | thing:1,,from:1 | once:1,,,,
target,VERB,4,4,1.0,1,,,VERB,,UNCLEAR,,,,,beginner:1,,,,
test,VERB,4,4,1.0,1,,,VERB,EXPLORE,EXPLORE,,I:1 | you:1,sound:1 | idea:1 | it:1,,instance:1 | first:1,obj:3 | xcomp:1 | compound:1 | conj:1,help:1 | do:1 | run:1,,B:3 | screen:2 | a/:1 | A/:1
treat,VERB,4,4,1.0,1,,,VERB,,RELATE,,I:2 | anything:1,it:2 | scoring:1,same:1,business:1 | picture:1 | reference:1,,,,
type,VERB,4,4,1.0,1,,,VERB,,PRODUCE,,I:2 | person:1 | style:1,thing:1 | letter:1,write:1,text:1,nmod:11 | obj:11 | obl:8 | compound:4 | conj:2,create:3 | post:1 | provide:1 | include:1 | conceptualize:1,many:4 | different:4 | other:3 | various:1 | request:1,look:1 | memoir:1 | roleplay:1 | dialogue:1 | card:1
view,VERB,4,4,1.0,1,,,VERB,,RELATE,,I:1 | we:1,thing:1 | piece:1 | collaboration:1 | it:1,,light:1,obj:4 | nmod:3 | obl:2 | compound:1,generate:1 | move:1 | impact:1 | give:1 | get:1,general:1 | overall:1 | holistic:1 | front:1,
weigh,VERB,4,4,1.0,1,,,VERB,,EVALUATE,,I:2,suggestion:1 | pro:1 | option:1,,with:1 | I:1,,,,
churn,VERB,3,5,1.666666667,3,,,VERB,,UNCLEAR,,non-writer:1 | that:1,book:4 | fiction:1,,,,,,
load,VERB,3,5,1.666666667,3,,,VERB,,WORKFLOW,,it:1 | I:1,it:2 | more:1 | design:1 | document:1,,machine:1,obj:1,have:1,,
consult,VERB,3,4,1.333333333,2,,,VERB,,UNCLEAR,,I:2,it:2 | that:1 | AI:1,,example:1,,,,
convey,VERB,3,4,1.333333333,2,,,VERB,,COMMUNICATE,,I:1 | that:1,what:1 | that:1 | message:1,,,,,,
earn,VERB,3,4,1.333333333,2,,,VERB,,ACCESS,,,token:1 | money:1 | living:1 | power:1,,,,,,
lift,VERB,3,4,1.333333333,2,,,VERB,,UNCLEAR,,I:1 | weight:1,paragraph:1 | voice:1 | style:1,,AI:1 | I:1,obj:1,do:1,heavy:1,
lower,VERB,3,4,1.333333333,2,,,VERB,,UNCLEAR,,it:1 | llm:1,angle:1 | sense:1 | barrier:1 | quality:1,,what:1 | whole:1,,,,
split,VERB,3,4,1.333333333,2,,,VERB,,WORKFLOW,,moment:1 | I:1 | it:1,audio:1 | instrument:1 | text:1,second:1,track:1,obl:1 | ccomp:1,say:1,,AI:1
transcribe,VERB,3,4,1.333333333,2,,,VERB,,WORKFLOW,,,what:1 | prose:1,,,,,,
utilise,VERB,3,4,1.333333333,2,,,VERB,,UNCLEAR,,I:1,that:1 | tool:1 | AI:1 | it:1,,way:1,,,,
wonder,VERB,3,4,1.333333333,2,,,VERB,,ATTITUDE,,I:3,more:1,feed:1 | say:1 | wrong:1,,,,,
AI,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:2 | that:2 | it:1 | you:1 | what:1,,evolve:1 | select:1,image:1 | 3d:1,obj:447 | nsubj:360 | compound:277 | obl:129 | nmod:85,use:331 | ask:43 | help:40 | generate:34 | have:33,generative:15 | current:2 | single:2 | creative:1 | early:1,%:1 | work:1 | progress:1 | peruse:1 | processing:1
accord,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,,,,,,,
afford,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,they:1 | person:1 | that:1 | who:1,designer:1,pay:2,,,,,
aim,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:2,what:1,,proofread:1 | artist:1 | pattern:1,obj:1,know:1,,
analyze,VERB,3,3,1.0,1,,,VERB,WORKFLOW,EVALUATE,,,lyric:1 | audio:1 | weakness:1,,author:1,,,,
anticipate,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:1,need:1,become:1,it:1,,,,
arrange,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,direction:1 | music:1,,musician:1,,,,
assemble,VERB,3,3,1.0,1,,,VERB,,PRODUCE,,that:1,,,,,,,
attach,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:2 | that:1,picture:1,,episode:1 | it:1,,,,
attend,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:1,convention:1 | school:1 | SVHS:1,,history:1,,,,
augment,VERB,3,3,1.0,1,,,VERB,,ASSIST,,,,,,,,,
beat,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,it:1 | what:1,dining:1 | creativity:1,,,obj:3 | obl:1 | conj:1,make:1 | have:1 | add:1 | generate:1,emotional:1,
bogg,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,,,detail:2 | aspect:1,,,,
boost,VERB,3,3,1.0,1,,,VERB,,ASSIST,,,morale:2,,place:1,obl:1,use:1,,confidence:1
branch,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,,,pen:1 | series:1,nmod:3,,main:2,
cite,VERB,3,3,1.0,1,,,VERB,,COMMUNICATE,,I:1,idea:1,,chatbot:1,,,,
claim,VERB,3,3,1.0,1,,,VERB,,COMMUNICATE,,it:1 | someone:1 | artist:1,work:1,give:1,,nmod:1,,interesting:1,
collaborate,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:1,idea:1,,sister:1 | AI:1,,,,
commit,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,we:1,ton:1,,path:1,,,,
consist,VERB,3,3,1.0,1,,,VERB,,RELATE,,work:1 | project:1 | flow:1,,,writer:1 | intersection:1,,,,
contribute,VERB,3,3,1.0,1,,,VERB,,ASSIST,,that:1 | writer:1 | what:1,that:1,,product:1 | literature:1 | century:1 | feeling:1,,,,
control,VERB,3,3,1.0,1,,,VERB,CONTROL,CONTROL,,I:5 | what:1 | partner:1,cash:1 | level:1 | type:1,,,obj:8 | nmod:7 | obl:7 | advcl:3 | conj:3,feel:6 | have:3 | keep:2 | retain:2 | take:1,creative:3 | much:2 | less:1 | total:1 | authorial:1,
cost,VERB,3,3,1.0,1,,,VERB,,ACCESS,,this:1 | knish:1 | footage:1,much:1,rent:1,truck:1 | 2090:1 | rate:1 | case:1 | addition:1,obl:2 | root:1 | nsubj:1 | parataxis:1,compare:1 | drop:1 | complete:1,cheap:1 | additional:1,
defeat,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,it:3,purpose:2 | point:1,,,,,,
delve,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:2,,,creation:1 | topic:1 | it:1 | object:1,,,,
demand,VERB,3,3,1.0,1,,,VERB,,CONTROL,,world:1,much:1,,partner:1 | process:1,conj:1 | nsubj:1,decrease:1,,
digg,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,,,topic:1 | information:1 | thousand:1,,,,
drag,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,book:1 | subject:1 | idea:1,,table:1 | they:1 | point:1,,,,
effect,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,this:2 | few:1 | concern:1 | I:1,writer:1 | outcome:1,,month:1 | loss:1 | job:1,obj:7 | conj:7 | nmod:4 | obl:3 | root:1,have:3 | create:2 | use:2 | write:1 | give:1,visual:3 | exciting:1 | devastating:1 | practical:1 | different:1,sound:4 | Coriolis:1 | twilight:1 | light:1 | ability:1
exercise,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:2,restraint:1 | it:1,,,conj:2 | nmod:1 | compound:1 | obl:1,,non-mental:1,center:1
experience,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:1 | this:1,thing:1 | material:1,,life:1,obj:7 | conj:7 | nmod:5 | obl:4 | nsubj:4,have:5 | find:2 | bear:1 | limit:1 | make:1,human:4 | live:1 | other:1 | limit:1 | many:1,client:3 | cinematography:1 | media:1 | work:1
expose,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,it:1 | that:1,formulaic:1 | tone:1,,way:1 | industry:1 | AI:1,,,,
fact,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,note:1 | I:1,,check:3,,obl:9 | compound:4 | obj:4 | nsubj:2 | advmod:2,check:6 | think:2 | matter:1 | struggle:1 | ask:1,interesting:2 | historical:1 | much:1,
film,VERB,3,3,1.0,1,,,VERB,,PRODUCE,,I:1,,,OBS:1 | Premiere:1,compound:15 | conj:9 | obl:5 | nsubj:5 | nmod:4,use:2 | be:2 | make:2 | edit:2 | write:1,short:3 | recent:1 | Black:1 | gay:1 | win:1,feature:6 | handmade:1 | motion:1
finalize,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,deliverable:1,,,,,,
form,VERB,3,3,1.0,1,,,VERB,,PRODUCE,,dance:1 | word:1 | something:1,habit:1 | event:1,,mind:1,compound:8 | obl:7 | obj:4 | conj:2 | nmod:2,take:2 | tell:2 | shift:1 | feel:1 | involve:1,short:4 | long:2 | many:2 | various:2 | different:1,art:2
format,VERB,3,3,1.0,1,,,VERB,,PRODUCE,,it:1,episode:1,,,conj:5 | ccomp:1 | obl:1 | nmod:1,struggle:1 | write:1,digital:1 | exact:1 | literary:1,screenplay:1 | type:1
googl,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,thing:1,,,,,,
hide,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,involvement:1 | inspiration:1,,idea:1,,,,
ideate,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,content:1,,story:1,,,,
ignore,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,person:1 | I:1,any:1,be:1,,,,,
illustrate,VERB,3,3,1.0,1,,,VERB,,PRODUCE,,,book:1,,,,,,
introduce,VERB,3,3,1.0,1,,,VERB,,COMMUNICATE,,Amazon:1 | I:1,I:1 | KDP:1 | complication:1,,idea:1,,,,
invest,VERB,3,3,1.0,1,,,VERB,,WORKFLOW,,I:1,,,tool:1 | it:1 | assistant:1,,,,
jumpstart,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,creativity:1 | endeavor:1,,I:1,,,,
link,VERB,3,3,1.0,1,,,VERB,,RELATE,,,article:1 | event:1,,article:1 | event:1,obj:6 | obl:1,create:2 | provide:1 | check:1 | click:1 | have:1,relevant:1 | common:1 | strong:1,
listen,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,,,episode:1 | it:1 | question:1,,,,
manipulate,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,that:1 | image:1,,,,,,
maximize,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,capability:1 | potential:1 | profit:1,,,,,,
mimic,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,it:1 | that:1,know:1 | human:1 | style:1,,,,,,
narrow,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:2,it:1 | option:1,,topic:1,,,,
originate,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,aspect:1 | it:1,,,mind:2 | brain:1,,,,
output,VERB,3,3,1.0,1,,,VERB,,WORKFLOW,,it:1 | prompt:1 | model:1,page:1 | asset:1 | representation:1,,field:1 | level:1,obj:10 | nmod:7 | nsubj:5 | obl:3 | conj:1,improve:3 | alter:2 | use:2 | mean:2 | inspect:1,creative:4 | good:3 | own:2 | generate:1 | complete:1,AI:1 | audio:1 | image:1
overlook,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:3,pitfall:1,,,,,,
pare,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:1,that:1 | script:1,,promo:1,,,,
parse,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,many:1 | they:1,image:1,,content:1 | comment:1,,,,
pause,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,writing:1 | action:1,,,obj:1,take:1,need:1,
perform,VERB,3,3,1.0,1,,,VERB,,WORKFLOW,,,check:1 | task:1 | role:1,,ability:1,,,,
pour,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:1 | they:1,heart:2 | that:1 | website:1,,hour:1,,,,
power,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,that:1,,,,nmod:4 | obj:2 | conj:1 | compound:1,earn:1 | imagine:1,psychic:1 | much:1,AI:2 | brain:1 | computing:1
press,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:3,that:1 | it:1,send:1,time:1,nmod:1 | compound:1,,bad:1,
prevent,VERB,3,3,1.0,1,,,VERB,,CONTROL,,need:1,I:2 | interruption:1,,,,,,
pursue,VERB,3,3,1.0,1,,,VERB,,ACCESS,,,it:1 | head:1 | writing:1 | idea:1,,,,,,
reiterate,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,it:1,responsibility:1 | aspect:1,give:1 | build:1,work:1,,,,
reject,VERB,3,3,1.0,1,,,VERB,,ATTITUDE,,I:1 | we:1,it:2 | that:1,,,,,,
rendering,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,environment:2 | draw:1,,,obj:1,create:1,,2nd:1
report,VERB,3,3,1.0,1,,,VERB,,COMMUNICATE,,paragraph:1 | that:1,lot:1 | rating:1,,service:1,obj:2 | nsubj:1 | nmod:1,tend:1 | write:1 | use:1,multiple:1 | deep:1,research:1
reproduce,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,art:2,,summer:1,,,,
resist,VERB,3,3,1.0,1,,,VERB,,ATTITUDE,,who:1,it:1,think:1 | rely:1,,,,,
revisit,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,stage:1 | it:1 | gallery:1,,eye:1,,,,
reword,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,it:1 | feedback:1,,voice:1,,,,
rise,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,work:1 | voice:1,,,top:1,root:1 | obl:1,die:1,,
roleplay,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,game:1,,,compound:1,,,
screw,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,that:1 | you:1 | I:1,algorithm:1,,,,,,
shape,VERB,3,3,1.0,1,,,VERB,CONTROL,CONTROL,,,writing:1 | output:1,,heart:1,conj:3 | obj:3 | obl:2 | nsubj:1,style:1 | figure:1 | trace:1 | alter:1 | distort:1,right:1 | simplify:1 | psychedelic:1 | abstract:1,
smooth,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,everything:1 | we:1 | work:1,thing:1 | edge:1 | process:1,,tool:1,,,,
specify,VERB,3,3,1.0,1,,,VERB,,CONTROL,,we:1,idea:1,want:1,,,,,
spit,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,AI:1 | llm:1,what:1 | lot:1,,editing:1,obj:1,start:1,,
steer,VERB,3,3,1.0,1,,,VERB,CONTROL,CONTROL,,I:2,AI:1 | creativeness:1 | direction:1,,case:1 | direction:1,,,,
stress,VERB,3,3,1.0,1,,,VERB,,COMMUNICATE,,I:1 | that:1,,different:1,thing:1,obj:2 | nmod:1 | compound:1 | advcl:1,take:1 | keep:1 | feel:1,low:1,
stump,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,that:1 | I:1,I:1,,,,,,
supplant,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,,thinking:1 | production:1 | service:1,,,,,,
tap,VERB,3,3,1.0,1,,,VERB,,UNCLEAR,,I:3,AI:1,,what:1 | tool:1 | assistance:1,obj:1,learn:1,,
