lemma,pos_group,doc_count,total_count,ChatGPT_suggested_category,Claude_suggested_category,Claude_notes,top_clusters,top_subjects,top_objects,top_comps,top_obls,top_noun_roles,top_head_verbs,top_amod,top_compound
provide,VERB,76,92,UNCLEAR,ASSIST,"Supply/give; top objects: feedback, idea, suggestion - assistive function","Art, design, crafts:37 | Fiction writing:30 | Content writing:13",I:21 | AI:8 | it:7 | they:3 | model:3,I:15 | feedback:7 | idea:6 | suggestion:5 | that:4,human:1,list:3 | example:2 | idea:2 | feedback:2 | term:1,,,,
tell,VERB,74,93,DISCOURSE,COMMUNICATE,,"Fiction writing:36 | Art, design, crafts:23 | Content writing:21",I:31 | it:10 | you:5 | AI:4 | time:1,I:22 | it:18 | AI:15 | what:10 | you:6,write:5 | have:4 | do:4 | what:2 | think:2,form:2 | example:2 | theme:1 | text:1 | instant:1,,,,
keep,VERB,70,79,UNCLEAR,ACCESS,"Generic retention verb; top objects: track, creativity; ""keep X in mind""","Art, design, crafts:26 | Fiction writing:22 | Content writing:12",I:14 | which:2 | it:1 | they:1 | that:1,track:10 | I:4 | it:4 | thing:3 | creativity:2,use:3 | go:2 | honest:1 | plausible:1 | consistent:1,mind:3 | of:2 | sure:1 | algorithm:1 | feature:1,,,,
edit,VERB,70,77,REFINE,MODIFY,,"Art, design, crafts:25 | Mix:21 | Fiction writing:16",I:18 | statement:1 | work:1 | project:1 | who:1,photo:4 | work:3 | manuscript:3 | it:3 | image:3,,program:1 | completion:1 | editing:1 | image:1 | other:1,obj:13 | conj:8 | obl:4 | nsubj:1,make:6 | do:2 | see:1 | clean:1 | have:1,several:1 | minor:1 | second:1 | obvious:1 | basic:1,level:1 | correct:1 | AI:1 | seo:1 | self:1
let,VERB,69,72,UNCLEAR,CONTROL,"Permission/causative verb; top comps: begin, go, do, start, know","Art, design, crafts:23 | Fiction writing:19 | Mix:14",I:7 | question:4 | that:2 | this:2 | they:1,we:38 | I:7 | it:6 | AI:6 | they:2,begin:11 | go:11 | do:8 | start:6 | know:3,instance:1,,,,
put,VERB,60,71,UNCLEAR,ACCESS,"Generic placement verb; top objects: that, they, it, lot, information","Art, design, crafts:22 | Fiction writing:18 | Content writing:17",I:17 | you:3 | they:2 | it:2 | creative:1,that:8 | they:5 | it:5 | lot:4 | information:3,,work:3 | paper:3 | design:2 | place:2 | field:1,,,,
continue,VERB,58,64,UNCLEAR,WORKFLOW,"Aspectual verb; top comps: use, improve, grow","Art, design, crafts:19 | Fiction writing:18 | Content writing:14",I:23 | it:5 | AI:3 | process:2 | capability:1,process:3 | education:1 | this:1 | series:1,use:13 | improve:4 | grow:3 | do:2 | utilize:2,step:1 | path:1 | mind:1 | way:1 | stage:1,,,,
drive,VERB,57,57,CONTROL,CONTROL,"Causative verb; top objects: decision, process, making - control function","Art, design, crafts:18 | Fiction writing:17 | Content writing:12",I:34 | AI:3 | who:3 | that:1 | much:1,decision:32 | process:3 | making:2 | collaboration:2 | conversation:2,important:1,profit:1 | case:1 | example:1,,,,
produce,VERB,55,60,DELEGATE,PRODUCE,,"Art, design, crafts:19 | Fiction writing:13 | Audiovisual:11",I:7 | that:3 | AI:2 | model:2 | they:1,what:4 | image:3 | music:2 | content:2 | file:2,,word:1 | client:1 | skill:1 | reality:1 | idea:1,,,,
include,VERB,54,64,UNCLEAR,RELATE,Containment verb; relates entities,"Art, design, crafts:23 | Content writing:17 | Fiction writing:12",I:6 | which:3 | project:3 | that:3 | this:2,AI:2 | project:1 | prompt:1 | era:1 | newsletter:1,revisit:1 | plan:1 | use:1 | explore:1 | write:1,kit:2 | all:1 | story:1 | end:1 | step:1,,,,
involve,VERB,53,56,UNCLEAR,RELATE,"Containment verb; top subjects: project, which, this","Art, design, crafts:21 | Fiction writing:16 | Content writing:9",project:10 | which:3 | this:3 | it:3 | that:3,amount:2 | level:2 | it:2 | I:2 | client:1,record:2 | use:1 | process:1 | receive:1 | design:1,process:2 | scene:1 | exhibition:1 | fight:1 | game:1,,,,
improve,VERB,52,55,REFINE,MODIFY,,"Fiction writing:19 | Art, design, crafts:13 | Content writing:13",it:5 | I:4 | AI:4 | that:2 | output:2,work:3 | skill:3 | it:2 | craft:1 | project:1,go:1,time:2 | then:2 | filmmaker:1 | story:1 | adult:1,,,,
add,VERB,50,57,UNCLEAR,MODIFY,"Modification verb; top objects: detail, element, lyric, suggestion","Art, design, crafts:14 | Fiction writing:12 | Mix:12",I:5 | that:2 | it:2 | they:1 | model:1,detail:4 | element:3 | they:3 | lyric:2 | suggestion:2,create:1 | exercise:1,video:2 | it:2 | section:1 | arsenal:1 | prototype:1,,,,
base,VERB,48,53,UNCLEAR,RELATE,"Foundation verb; typically passive ""based on""","Art, design, crafts:21 | Fiction writing:10 | Content writing:9",which:2 | it:2 | source:1 | that:1 | I:1,that:2 | character:1 | design:1 | outline:1,,app:1 | model:1 | bull:1 | year:1 | trust:1,,,,
read,VERB,47,59,UNCLEAR,COGNITION,"Cognitive/perceptual; top objects: article, book, novel",Fiction writing:28 | Content writing:12 | Audiovisual:8,I:16 | it:2 | video:1 | that:1 | who:1,it:6 | article:4 | book:3 | novel:3 | that:2,Pov:1 | follow:1 | likely:1,example:2 | media:1 | philosophy:1 | they:1 | context:1,,,,
understand,VERB,47,57,UNCLEAR,COGNITION,,"Art, design, crafts:21 | Fiction writing:15 | Content writing:10",I:13 | AI:2 | it:2 | who:2 | that:1,what:7 | why:4 | nuance:3 | more:3 | each:2,feel:1 | loss:1 | ask:1 | use:1 | work:1,all:2 | prompt:1 | way:1 | whole:1 | I:1,,,,
spend,VERB,46,51,UNCLEAR,WORKFLOW,"Resource management; top objects: time, lot, hour, amount","Content writing:12 | Art, design, crafts:11 | Audiovisual:10",I:26 | who:1 | much:1 | time:1 | writer:1,time:20 | lot:9 | hour:5 | amount:2 | year:1,brainstorm:1 | train:1 | create:1 | refine:1 | learn:1,task:3 | hour:1 | part:1 | it:1 | day:1,,,,
save,VERB,46,48,UNCLEAR,WORKFLOW,"Resource management; top objects: time, lot, bit","Art, design, crafts:16 | Fiction writing:15 | Content writing:9",it:12 | I:4 | AI:3 | this:3 | that:2,time:21 | I:17 | lot:6 | bit:3 | they:1,,research:2 | area:1 | task:1 | what:1 | labor:1,,,,
begin,VERB,45,48,UNCLEAR,WORKFLOW,Aspectual verb; similar to start,"Art, design, crafts:20 | Fiction writing:10 | Mix:8",I:9 | project:3 | this:2 | you:1 | career:1,research:1 | that:1 | kit:1 | process:1,work:2 | integrate:1 | think:1 | capability:1 | use:1,with:5 | question:2 | month:1 | AI:1 | some:1,,,,
brainstorm,VERB,45,48,EXPLORE,EXPLORE,,"Art, design, crafts:18 | Fiction writing:10 | Content writing:8",I:4 | they:1 | that:1,idea:16 | situation:2 | way:2 | painting:1 | approach:1,,draft:1 | AI:1 | own:1 | project:1 | hole:1,,,,
allow,VERB,44,49,UNCLEAR,CONTROL,"Permission verb; top comps: create, focus, use, have, get","Art, design, crafts:23 | Fiction writing:8 | Audiovisual:7",it:7 | AI:5 | that:4 | I:3 | this:3,I:25 | we:5 | it:3 | user:2 | illness:1,create:4 | focus:4 | use:3 | have:3 | get:3,work:2 | person:1 | which:1 | follower:1 | AI:1,,,,
mean,VERB,42,47,DISCOURSE,RELATE,Polysemous: signify vs intend,"Art, design, crafts:14 | Content writing:13 | Fiction writing:12",it:8 | this:6 | I:6 | which:5 | that:3,what:2 | lot:2 | XYZ:1 | output:1 | x:1,have:4 | create:3 | use:2 | receive:2 | write:1,grain:1 | use:1 | money:1 | visual:1 | example:1,,,,
run,VERB,41,46,UNCLEAR,WORKFLOW,"Polysemous: execute vs manage; top objects: business, campaign, thing","Art, design, crafts:10 | Content writing:10 | Audiovisual:9",I:25 | you:1 | machine:1 | who:1 | it:1,that:3 | it:3 | business:2 | campaign:2 | thing:2,smooth:1 | crazy:1,it:3 | AI:2 | tool:1 | friend:1 | her:1,,,,
check,VERB,40,48,UNCLEAR,EVALUATE,"Evaluate verb; top objects: work, math, everything","Fiction writing:20 | Content writing:14 | Art, design, crafts:7",I:1 | that:1 | they:1,work:5 | it:3 | math:3 | everything:2 | some:2,double:1 | accurate:1,issue:1 | ps:1 | mistake:1 | tool:1 | error:1,,,,
learn,VERB,40,48,WORKFLOW,COGNITION,,"Art, design, crafts:14 | Fiction writing:12 | Content writing:11",I:12 | AI:5 | who:2 | it:1 | they:1,how:7 | thing:2 | writing:2 | tap:1 | style:1,unlikely:1 | need:1 | bright:1 | read:1 | serve:1,week:1 | generation:1 | thing:1 | myself:1 | job:1,,,,
love,VERB,40,40,DISCOURSE,ATTITUDE,,"Content writing:12 | Art, design, crafts:11 | Fiction writing:8",I:33 | member:1 | client:1 | you:1 | reader:1,it:2 | writing:2 | humankind:1 | reading:1 | aspect:1,able:6 | do:2 | level:1 | get:1 | feel:1,future:1 | year:1 | assistant:1 | particular:1 | above:1,,,,
mention,VERB,36,40,DISCOURSE,COMMUNICATE,,"Fiction writing:15 | Art, design, crafts:7 | Mix:7",I:26 | that:2 | it:1 | location:1 | you:1,that:3 | streamer:1 | movie:1 | fact:1 | point:1,use:1 | take:1 | include:1 | freelancer:1,passing:2 | you:1 | video:1 | answer:1 | AI:1,,,,
develop,VERB,35,38,UNCLEAR,PRODUCE,"Polysemous: create vs evolve; top objects: idea, character, style, skill","Fiction writing:15 | Art, design, crafts:11 | Content writing:10",I:11 | structure:1 | they:1 | it:1 | AI:1,idea:2 | character:2 | style:1 | skill:1 | planet:1,,point:1 | set:1 | part:1 | it:1 | something:1,,,,
focus,VERB,34,37,UNCLEAR,WORKFLOW,"Attention verb; top objects: more, keyword; top obls: work, aspect","Art, design, crafts:21 | Fiction writing:5 | Content writing:4",I:10 | we:2 | work:2 | who:1,more:5 | keyword:1 | work:1 | research:1,,work:3 | aspect:3 | scenario:2 | past:2 | detail:1,,,,
hope,VERB,34,36,DISCOURSE,ATTITUDE,,"Art, design, crafts:15 | Fiction writing:9 | Content writing:8",I:33,,able:3 | answer:2 | use:2 | move:1 | have:1,future:1 | year:1,,,,
thank,VERB,34,34,UNCLEAR,ATTITUDE,Social/emotional discourse act; typically formulaic,"Art, design, crafts:16 | Fiction writing:10 | Audiovisual:3",nothing:1,you:34 | card:1,,time:2 | conversation:1,,,,
finish,VERB,33,36,WORKFLOW,WORKFLOW,,"Fiction writing:15 | Art, design, crafts:12 | Content writing:4",I:5 | it:1 | you:1,it:3 | book:2 | project:2 | they:2 | script:1,nice:1,hour:2 | fiddling:1 | edit:1 | minute:1 | amount:1,,,,
seem,VERB,33,34,DISCOURSE,STATE,Appearance/evidential verb,"Art, design, crafts:13 | Fiction writing:8 | Audiovisual:5",that:8 | it:6 | AI:2 | I:2 | field:1,,get:3 | do:2 | think:2 | work:2 | risk:1,advent:1 | fit:1,,,,
struggle,VERB,32,36,UNCLEAR,ATTITUDE,,"Art, design, crafts:9 | Audiovisual:7 | Fiction writing:7",I:19 | it:5 | they:3 | o3:1 | AI:1,,come:3 | do:1 | give:1 | format:1 | write:1,title:2 | how:2 | instruction:2 | fact:1 | inauthenticity:1,,,,
fit,VERB,32,34,UNCLEAR,STATE,"State/match verb; top objects: need, purpose, voice","Art, design, crafts:11 | Content writing:8 | Mix:8",that:6 | it:5 | AI:2 | name:1 | idea:1,need:4 | purpose:2 | voice:2 | map:1 | matter:1,oversize:1,pack:1 | history:1 | shoe:1 | front:1 | space:1,,,,
believe,VERB,31,32,UNCLEAR,ATTITUDE,Attitude verb; I-dominated subjects,"Art, design, crafts:10 | Fiction writing:8 | Content writing:7",I:24 | person:2 | we:1 | that:1 | you:1,which:2 | anything:1 | sycophancy:1 | accusation:1 | it:1,able:3 | have:2 | cover:2 | help:2 | be:1,many:1 | discernment:1 | term:1 | end:1,,,,
sell,VERB,30,35,UNCLEAR,ACCESS,"Commercial verb; top objects: print, product, book","Art, design, crafts:17 | Fiction writing:7 | Content writing:5",I:12 | store:1 | Steven:1 | client:1,that:3 | print:3 | they:2 | product:2 | book:2,,Etsy:2 | Redacte:1 | on:1 | $:1 | event:1,,,,
require,VERB,30,33,UNCLEAR,CONTROL,"Necessity/control verb; top objects: lot, number, amount","Art, design, crafts:11 | Fiction writing:7 | Content writing:6",that:5 | it:4 | I:3 | work:1 | search:1,lot:7 | number:1 | shot:1 | amount:1 | tweak:1,use:1 | look:1,how:1 | time:1,,,,
build,VERB,30,31,DELEGATE,PRODUCE,,"Art, design, crafts:15 | Content writing:7 | Fiction writing:4",I:7 | that:2 | world:1 | we:1 | cloud:1,they:2 | structure:1 | body:1 | prototype:1 | picture:1,low:1 | feel:1,of:2 | tandem:1 | off:1 | what:1 | area:1,,,,
pay,VERB,29,37,UNCLEAR,ACCESS,"Commercial verb; top objects: attention, writer","Art, design, crafts:13 | Content writing:11 | Fiction writing:8",I:6 | person:3 | they:3 | you:2 | client:1,I:3 | attention:3 | writer:2 | $:2 | which:1,create:1 | develop:1 | do:1 | have:1 | write:1,instruction:1 | work:1 | video:1 | artist:1 | for:1,,,,
move,VERB,29,32,UNCLEAR,ACCESS,"Motion/change verb; top objects: forward, person","Fiction writing:14 | Art, design, crafts:9 | Audiovisual:5",I:8 | it:1,forward:2 | person:1 | more:1 | way:1 | it:1,slow:1,scene:3 | front:1 | that:1 | project:1 | way:1,,,,
lose,VERB,28,33,UNCLEAR,ACCESS,"Loss verb; top objects: job, track, focus","Fiction writing:12 | Art, design, crafts:8 | Audiovisual:6",I:5 | some:2 | person:2 | who:2 | what:1,job:4 | track:4 | focus:1 | interest:1 | talent:1,,AI:2 | context:1 | closing:1 | art:1 | end:1,,,,
design,VERB,28,32,DELEGATE,PRODUCE,,"Art, design, crafts:107 | Audiovisual:11 | Content writing:11",I:10 | one:2 | project:2 | who:1 | that:1,logo:3 | image:2 | artwork:2 | layout:1 | map:1,encourage:1 | coordinate:1 | mimic:1,hand:1 | business:1 | bottle:1 | space:1 | all:1,compound:43 | obj:36 | conj:24 | nmod:19 | obl:17,use:4 | make:4 | plan:3 | sketch:3 | put:3,graphic:10 | human:2 | several:2 | mock:1 | basic:1,sound:4 | game:3 | cover:3 | logo:3 | board:2
refine,VERB,28,32,REFINE,MODIFY,,"Art, design, crafts:13 | Fiction writing:8 | Content writing:6",I:2 | that:1,idea:2 | it:2 | perspective:1 | description:1 | design:1,,draft:1 | work:1 | AI:1,,,,
exist,VERB,28,30,UNCLEAR,STATE,"State verb; subjects: job, scene, intent","Fiction writing:11 | Art, design, crafts:6 | Mix:6",that:7 | job:2 | scene:2 | woman:1 | intent:1,,avoid:1 | separate:1,world:2 | norm:1 | creator:1 | man:1 | life:1,,,,
end,VERB,28,29,UNCLEAR,WORKFLOW,"Completion verb; top comps: use, create, find","Fiction writing:14 | Art, design, crafts:13 | Audiovisual:7",I:15 | this:2 | story:1 | one:1 | person:1,,use:4 | create:1 | find:1 | incorporate:1 | get:1,result:2 | batch:2 | 4:1 | product:1 | thing:1,compound:19 | obl:17 | nmod:3 | root:2 | nsubj:1,feel:1 | include:1 | peel:1 | ask:1 | do:1,high:7 | low:2 | back:1,
turn,VERB,28,29,UNCLEAR,ACCESS,"Polysemous: rotate, change, transform; top objects: idea, picture into something","Art, design, crafts:2 | Audiovisual:1 | Content writing:1",I:7 | it:2 | they:1 | illustration:1 | who:1,knob:2 | it:2 | idea:1 | picture:1 | scene:1,old:1 | get:1 | read:1,AI:5 | something:2 | model:2 | prompt:1 | piece:1,,,,
happen,VERB,27,37,UNCLEAR,STATE,"State/event verb; subjects: that, this, what","Fiction writing:19 | Art, design, crafts:6 | Content writing:6",that:9 | this:5 | it:2 | what:2 | llm:1,that:1,propagate:1,it:2 | chapter:2 | country:1 | advert:1 | that:1,,,,
draw,VERB,27,32,UNCLEAR,PRODUCE,"Production verb; top objects: asset, artwork, image, attention","Art, design, crafts:16 | Content writing:9 | Fiction writing:3",I:7,asset:2 | artwork:2 | image:2 | attention:2 | kit:2,,from:2 | upon:1 | procreate:1 | guide:1 | it:1,,,,
replace,VERB,27,32,UNCLEAR,MODIFY,,"Art, design, crafts:11 | Fiction writing:10 | Content writing:7",AI:7 | it:2 | artist:1 | Ai:1 | that:1,artist:3 | I:3 | person:2 | actor:2 | manager:1,,medium:1 | task:1 | model:1 | field:1 | something:1,,,,
depend,VERB,27,30,UNCLEAR,STATE,,"Fiction writing:9 | Content writing:7 | Art, design, crafts:6",it:8 | that:1 | everything:1 | project:1 | detail:1,more:1,long:1,project:2 | model:1 | extent:1 | level:1 | we:1,,,,
decide,VERB,27,29,CONTROL,CONTROL,,"Art, design, crafts:10 | Fiction writing:7 | Content writing:6",I:12 | decision:1 | one:1 | player:1,good:1 | what:1 | direction:1 | control:1,want:3 | place:1 | paint:1 | use:1 | write:1,on:3 | category:1 | approach:1 | slogan:1 | end:1,,,,
research,VERB,26,28,WORKFLOW,EXPLORE,,"Fiction writing:74 | Art, design, crafts:19 | Content writing:17",I:2 | it:2 | project:1 | which:1 | what:1,thing:2 | what:2 | topic:2 | plan:1 | detail:1,get:1 | save:1,genre:1 | example:1 | sort:1 | own:1,obj:33 | obl:29 | compound:25 | conj:15 | nmod:13,do:17 | use:8 | help:6 | focus:2 | make:2,own:5 | deep:4 | extensive:2 | write:1 | visual:1,AI:3 | market:2 | art:1 | pre-writing:1 | writing:1
suggest,VERB,26,28,DELEGATE,COMMUNICATE,,"Fiction writing:11 | Art, design, crafts:6 | Content writing:5",it:11 | AI:2 | model:1 | individual:1 | that:1,way:4 | name:2 | connection:1 | chord:1 | story:1,use:2 | give:1 | change:1 | collaboration:1 | hollow:1,case:1 | name:1,,,,
talk,VERB,26,27,DISCOURSE,COMMUNICATE,,"Art, design, crafts:7 | Content writing:6 | Fiction writing:6",I:7 | we:6 | it:1,population:1,,about:4 | idea:2 | block:1 | this:1 | consequence:1,,,,
expand,VERB,25,30,UNCLEAR,MODIFY,,"Art, design, crafts:12 | Fiction writing:10 | Mix:5",it:3 | plan:1 | I:1 | AI:1 | that:1,reach:3 | idea:2 | it:2 | skill:1 | scope:1,create:1,aspect:2 | that:2 | it:2 | idea:2 | each:1,,,,
worry,VERB,25,29,UNCLEAR,ATTITUDE,,"Art, design, crafts:8 | Content writing:6 | Mix:6",I:22 | AI:1 | which:1 | it:1,I:3 | deal:1,lose:3 | devalue:1 | leave:1 | replace:1 | make:1,impact:1 | fact:1 | artist:1 | way:1 | all:1,,,,
consider,VERB,25,28,UNCLEAR,COGNITION,,"Content writing:9 | Art, design, crafts:8 | Mix:6",I:10 | that:1 | person:1 | AI:1 | you:1,that:2 | impact:2 | concept:1 | thing:1 | collaboration:1,art:1 | load:1 | skilled:1 | successful:1 | need:1,whole:1 | impact:1 | myself:1 | future:1,,,,
plan,VERB,25,27,WORKFLOW,WORKFLOW,,"Art, design, crafts:11 | Content writing:5 | Fiction writing:5",I:13 | you:1 | they:1 | September:1,design:3 | arc:2 | class:1 | thing:1 | session:1,use:5 | paint:1 | submit:1,Cricut:1 | story:1 | AI:1 | season:1 | example:1,,,,
send,VERB,25,26,UNCLEAR,ACCESS,,Fiction writing:8 | Audiovisual:7 | Content writing:6,I:10 | engine:1 | author:1 | it:1 | someone:1,it:7 | I:3 | they:2 | something:1 | message:1,,client:2 | there:2 | article:1 | name:1 | it:1,,,,
describe,VERB,24,29,UNCLEAR,COMMUNICATE,,"Fiction writing:14 | Mix:6 | Art, design, crafts:3",I:15 | you:2 | they:1 | AI:1 | that:1,it:7 | collaboration:2 | painting:1 | event:1 | account:1,connect:1 | set:1,model:2 | bot:1 | detail:1 | collaboration:1 | bank:1,,,,
lead,VERB,24,26,CONTROL,CONTROL,,"Art, design, crafts:1 | Content writing:1 | Fiction writing:1",which:4 | this:4 | that:3 | I:3 | suggestion:1,I:4 | process:2 | life:1,view:1,lot:2 | product:1 | I:1 | break:1 | session:1,,,,
tend,VERB,22,30,UNCLEAR,STATE,Tendency/inclination state verb,Fiction writing:12 | Content writing:8 | Audiovisual:4,I:19 | it:4 | they:2 | draw:1 | that:1,more:1,write:4 | take:2 | go:2 | use:2 | build:1,way:1 | word:1 | term:1 | cartoon:1,,,,
cut,VERB,22,25,UNCLEAR,MODIFY,,"Art, design, crafts:10 | Mix:8 | Fiction writing:3",it:2 | they:1 | I:1 | this:1 | time:1,time:3 | corner:2 | clip:2 | this:1 | design:1,,time:3 | half:1 | vinyl:1 | downbeat:1 | project:1,,,,
train,VERB,22,24,UNCLEAR,ASSIST,,"Art, design, crafts:9 | Fiction writing:6 | Content writing:4",I:3 | that:2 | model:2 | we:1 | who:1,it:4 | AI:3 | model:3 | skill:1 | member:1,do:1 | able:1,work:2 | book:1 | own:1 | it:1 | structure:1,,,,
set,VERB,22,23,CONTROL,CONTROL,Polysemous: configure vs place vs establish,"Audiovisual:7 | Fiction writing:7 | Art, design, crafts:5",it:4 | I:4 | novel:2 | computer:1 | preference:1,conflict:1 | slew:1 | sequence:1 | tone:1 | schedule:1,,location:2 | storyline:1 | rio:1 | HueForge:1 | idea:1,obl:8 | obj:5 | conj:2 | compound:1 | acl:relcl:1,have:2 | develop:1 | use:1 | enquire:1 | write:1,specific:1 | second:1 | initial:1 | extra:1 | external:1,skill:2 | standup:1
complete,VERB,22,22,UNCLEAR,WORKFLOW,,"Art, design, crafts:14 | Fiction writing:4 | Audiovisual:2",I:3 | draft:1 | this:1 | they:1 | we:1,project:5 | illustration:1 | idea:1 | outline:1 | novel:1,,deadline:1 | interface:1 | AI:1 | minute:1 | accuracy:1,,,,
follow,VERB,21,23,UNCLEAR,ACCESS,,"Art, design, crafts:11 | Fiction writing:6 | Content writing:4",I:3 | it:2 | that:1 | this:1,instruction:2 | style:1 | step:1 | question:1 | advice:1,draw:1,Redacte:2 | event:1 | draft:1,,,,
play,VERB,21,23,EXPLORE,EXPLORE,,"Art, design, crafts:2 | Content writing:1 | Fiction writing:1",I:9 | it:2 | AI:1 | participant:1 | player:1,game:2 | guitar:1 | instrument:1 | part:1 | supervisor:1,,with:2 | band:1 | extent:1 | educator:1 | what:1,,,,
reach,VERB,20,24,UNCLEAR,ACCESS,,"Audiovisual:7 | Art, design, crafts:6 | Content writing:5",I:13 | it:1 | we:1,point:2 | something:1 | goal:1 | type:1 | level:1,,AI:8 | tool:4 | help:2 | case:2 | for:1,,,,
discuss,VERB,20,22,UNCLEAR,COMMUNICATE,,"Art, design, crafts:7 | Fiction writing:6 | Audiovisual:5",we:8 | I:4 | example:1,project:2 | idea:2 | red:1 | aspect:1 | combination:1,create:1,coworker:1 | example:1,,,,
fill,VERB,20,22,UNCLEAR,MODIFY,"Modification verb; ""fill in"" blanks or forms","Art, design, crafts:9 | Content writing:7 | Fiction writing:3",it:2 | they:2 | AI:1 | that:1,gap:9 | purpose:1 | detail:1 | limitation:1 | niche:1,,work:2 | own:1 | skill:1 | note:1 | model:1,,,,
flow,VERB,20,21,UNCLEAR,STATE,,"Fiction writing:7 | Art, design, crafts:6 | Content writing:4",juice:2 | that:2 | benefit:1 | which:1 | information:1,,good:2 | smooth:1,name:1 | manner:1 | I:1 | story:1,obj:7 | obl:6 | nsubj:4 | conj:2 | compound:2,break:2 | stay:1 | unblock:1 | set:1 | go:1,creative:1 | natural:1 | cognitive:1 | typical:1,work:4 | signal:2 | project:1
leave,VERB,20,21,UNCLEAR,ACCESS,,"Fiction writing:8 | Art, design, crafts:6 | Content writing:5",that:3 | I:2 | which:1 | concept:1 | she:1,I:1 | time:1 | UK:1 | room:1 | we:1,do:1 | feel:1,behind:2 | device:1 | product:1 | humanity:1 | voice:1,,,,
enjoy,VERB,20,20,UNCLEAR,ATTITUDE,,"Fiction writing:8 | Art, design, crafts:6 | Audiovisual:2",I:15 | we:2 | viewer:1 | segment:1,process:5 | what:1 | thing:1 | this:1 | writing:1,edit:2 | get:1 | learn:1 | write:1 | digg:1,artist:1 | work:1,,,,
remove,VERB,19,26,UNCLEAR,MODIFY,,"Art, design, crafts:11 | Mix:9 | Content writing:4",Ai:1 | it:1 | I:1,it:2 | item:2 | distraction:2 | phrase:1 | flaw:1,become:1,image:2 | background:2 | I:1 | seat:1 | sense:1,,,,
draft,VERB,19,21,DELEGATE,PRODUCE,,"Fiction writing:7 | Art, design, crafts:6 | Audiovisual:5",I:3,novel:5 | letter:3 | memo:1 | something:1 | cover:1,,era:1 | they:1 | AI:1 | Arcs:1 | I:1,obj:17 | obl:11 | compound:5 | nsubj:3 | nmod:2,create:6 | get:3 | outline:2 | go:2 | brainstorm:1,first:9 | rough:5 | second:2 | initial:1 | early:1,story:3 | base:1 | grammar:1 | v1:1
evolve,VERB,19,20,UNCLEAR,STATE,,"Art, design, crafts:10 | Fiction writing:7 | Content writing:2",AI:4 | it:3 | that:2 | thing:1 | society:1,much:1,become:1,term:1 | point:1 | place:1 | year:1 | space:1,,,,
prefer,VERB,19,20,UNCLEAR,ATTITUDE,,"Fiction writing:7 | Art, design, crafts:4 | Audiovisual:3",I:13 | person:1 | client:1 | lot:1,chatbot:1 | tool:1 | voice:1 | that:1 | they:1,do:4 | use:4 | rely:1 | read:1 | jump:1,aspect:1,,,,
answer,VERB,19,19,UNCLEAR,COMMUNICATE,,"Art, design, crafts:10 | Content writing:4 | Fiction writing:3",it:3 | I:2 | that:1 | what:1 | this:1,question:12 | everything:1 | bunch:1 | who:1,,question:1 | character:1,obj:12 | obl:5 | nsubj:4 | nmod:1 | compound:1,get:4 | give:3 | use:2 | find:1 | vary:1,last:1 | appropriate:1 | possible:1 | actual:1 | specific:1,
cover,VERB,19,19,UNCLEAR,STATE,,"Fiction writing:14 | Audiovisual:7 | Art, design, crafts:4",we:6 | that:3 | I:2 | everything:1 | each:1,it:5 | everything:2 | topic:2 | area:1 | insight:1,when:1,phase:1,obj:10 | compound:8 | obl:5 | nmod:2 | conj:1,create:3 | make:2 | generate:2 | design:1 | judge:1,heavy:1 | own:1 | complete:1,book:5 | placeholder:1 | artist:1 | album:1
imagine,VERB,19,19,UNCLEAR,COGNITION,,"Fiction writing:6 | Art, design, crafts:5 | Audiovisual:3",I:12 | you:1,content:1 | lot:1 | it:1 | how:1 | power:1,matter:1 | save:1 | board:1 | consider:1 | become:1,Christmas:1,,,,
publish,VERB,18,25,UNCLEAR,PRODUCE,,Fiction writing:9 | Content writing:8 | Mix:7,I:3 | it:2 | that:1 | they:1 | one:1,it:2 | product:1 | royalty:1 | novel:1,,book:1 | Amazon:1 | something:1 | date:1 | one:1,,,,
figure,VERB,18,22,UNCLEAR,COGNITION,,"Content writing:9 | Art, design, crafts:5 | Audiovisual:5",I:4 | company:1 | they:1 | person:1,how:7 | style:1 | shape:1 | more:1 | thing:1,steal:1 | look:1 | good:1 | get:1 | cost:1,once:1 | time:1,,,,
rely,VERB,18,21,UNCLEAR,STATE,,"Fiction writing:7 | Art, design, crafts:5 | Mix:4",I:7 | they:1 | person:1 | project:1 | lot:1,much:1,,it:6 | AI:5 | tool:2 | datum:1 | feeling:1,,,,
miss,VERB,18,20,UNCLEAR,ACCESS,,"Fiction writing:8 | Content writing:6 | Art, design, crafts:5",I:7 | it:3 | that:1 | they:1 | someone:1,that:4 | something:2 | what:2 | anything:1 | batch:1,,piece:1 | article:1 | way:1,,,,
choose,VERB,18,19,CONTROL,CONTROL,,"Art, design, crafts:9 | Fiction writing:6 | Mix:2",I:6 | company:1 | AI:1,story:1 | we:1 | term:1 | circuit:1 | approach:1,use:2 | ignore:1 | replace:1 | form:1 | to:1,from:3 | competition:1,,,,
identify,VERB,18,19,UNCLEAR,COGNITION,,Content writing:6 | Fiction writing:4 | Mix:4,we:1 | who:1 | I:1 | someone:1,what:3 | gap:3 | hole:2 | event:1 | which:1,,draft:1 | they:1 | day:1 | copy:1 | work:1,,,,
